-43-DB  :Shenzhen ViewAt Technology Co.,Ltd. 
-0A-E9  :AirVast Technology Inc.
-0A-DB  :SkyPilot Network, Inc
-0A-DD  :Allworx Corp.
-0A-E2  :Binatone Electronics International, Ltd
-0A-CA  :YOKOYAMA SHOKAI CO.,Ltd.
-0A-CF  :PROVIDEO Multimedia Co. Ltd.
-0A-D6  :BeamReach Networks
-0A-BC  :Seabridge Ltd.
-0A-BE  :OPNET Technologies CO., LTD.
-0A-C3  :eM Technics Co., Ltd.
-0A-78  :OLITEC
-0A-71  :Avrio Technologies, Inc
-0A-76  :Beida Jade Bird Huaguang Technology Co.,Ltd
-0A-63  :DHD GmbH
-0A-65  :GentechMedia.co.,ltd.
-0A-6A  :SVM Microwaves s.r.o.
-0A-5E  :3COM Corporation
-0A-52  :AsiaRF Ltd.
-0A-4B  :DataPower Technology, Inc.
-07-5A  :Air Products and Chemicals, Inc.
-07-54  :Xyterra Computing, Inc.
-07-4E  :IPFRONT Inc
-07-4D  :Zebra Technologies Corp.
-07-42  :Ormazabal
-07-48  :The Imaging Source Europe
-07-36  :Data Video Technologies Co., Ltd.
-07-3D  :Nanjing Postel Telecommunications Co., Ltd.
-07-3C  :Telecom Design
-07-2A  :Innovance Networks
-07-2F  :Intransa, Inc.
-07-30  :Hutchison OPTEL Telecom Technology Co., Ltd.
-07-25  :Bematech International Corp.
-08-18  :Pixelworks, Inc.
-08-12  :GM-2 Corporation
-08-11  :VOIX Corporation
-08-0B  :Birka BPA Informationssystem AB
-08-05  :Techno-Holon Corporation
-08-0C  :VDA Elettronica spa
-07-FB  :Giga Stream UMTS Technologies GmbH
-07-F5  :Bridgeco Co AG
-07-E8  :EdgeWave
-07-EF  :Lockheed Martin Tactical Systems
-07-E2  :Bitworks, Inc.
-07-D6  :Commil Ltd.
-07-DC  :Atek Co, Ltd.
-09-23  :Heaman System Co., Ltd
-09-1D  :Proteam Computer Corporation
-09-24  :Telebau GmbH
-09-11  :Cisco Systems, Inc
-09-16  :Listman Home Technologies, Inc.
-09-0A  :SnedFar Technology Co., Ltd.
-09-04  :MONDIAL electronic
-09-03  :Panasas, Inc
-08-FE  :UNIK C&C Co.,Ltd.
-08-FA  :Karl E.Brinkmann GmbH
-08-EE  :Logic Product Development
-08-F0  :Next Generation Systems, Inc.
-09-48  :Vista Control Systems, Corp.
-09-4F  :elmegt GmbH & Co. KG
-09-43  :Cisco Systems, Inc
-09-3C  :Jacques Technologies P/L
-09-36  :Ipetronik GmbH & Co. KG
-09-35  :Sandvine Incorporated
-09-29  :Sanyo Industries (UK) Limited
-09-30  :AeroConcierge Inc.
-08-E9  :NextGig
-08-DC  :Wiznet
-08-E2  :Cisco Systems, Inc
-08-DB  :Corrigent Systems
-08-D6  :HASSNET Inc.
-08-CF  :Nippon Koei Power Systems Co., Ltd.
-08-C0  :ASA SYSTEMS
-08-C5  :Liontech Co., Ltd.
-08-C9  :TechniSat Digital GmbH
-08-CA  :TwinHan Technology Co.,Ltd
-08-BF  :Aptus Elektronik AB
-08-B3  :Fastwel
-08-B2  :SHENZHEN COMPASS TECHNOLOGY DEVELOPMENT CO.,LTD
-08-A6  :Multiware & Image Co., Ltd.
-08-AD  :Toyo-Linx Co., Ltd.
-08-9A  :Alcatel Microelectronics
-08-A0  :Stotz Feinmesstechnik GmbH
-08-92  :EM Solutions
-08-96  :Printronix, Inc.
-08-8C  :Quanta Network Systems Inc.
-08-86  :Hansung Teliann, Inc.
-08-73  :DapTechnology B.V.
-08-7A  :Wipotec GmbH
-08-7F  :SPAUN electronic GmbH & Co. KG
-60-8C  :3COM CORPORATION
-07-D0  :Automat Engenharia de AutomaÃ§Ã£o Ltda.
-07-CD  :Kumoh Electronic Co, Ltd
-07-C7  :Synectics Systems Limited
-04-7D  :Pelco
-04-7E  :Siqura B.V.
-07-C1  :Overture Networks, Inc.
-07-C0  :NetZerver Inc.
-07-AE  :Britestream Networks, Inc.
-07-B4  :Cisco Systems, Inc
-07-9A  :Verint Systems Inc
-07-A0  :e-Watch Inc.
-07-94  :Simple Devices, Inc.
-07-93  :Shin Satellite Public Company Limited
-07-8D  :NetEngines Ltd.
-07-8E  :Garz & Friche GmbH
-07-81  :Itron Inc.
-07-87  :Idea System Co., Ltd.
-07-77  :Motah Ltd.
-07-71  :Embedded System Corporation
-07-5B  :Gibson Guitars
-07-60  :TOMIS Information & Telecom Corp.
-07-67  :Yuxing Electronics Company Limited
-08-79  :CEM Corporation
-08-6C  :Plasmon LMS
-08-6D  :Missouri FreeNet
-08-67  :Uptime Devices
-08-60  :LodgeNet Entertainment Corp.
-08-54  :Netronix, Inc.
-08-5A  :IntiGate Inc.
-08-1E  :Repeatit AB
-08-2B  :Wooksung Electronics, Inc.
-08-24  :Nuance Document Imaging
-05-BA  :Area Netwoeks, Inc.
-05-B9  :Airvana, Inc.
-05-C0  :Digital Network Alacarte Co., Ltd.
-05-99  :DRS Test and Energy Management or DRS-TEM
-05-A0  :MOBILINE Kft.
-05-A9  :Princeton Networks, Inc.
-05-AA  :Moore Industries International Inc.
-05-AF  :InnoScan Computing A/S
-05-B3  :Asahi-Engineering Co., Ltd.
-05-9F  :Yotta Networks, Inc.
-05-A6  :Extron Electronics
-05-B4  :Aceex Corporation
-05-8D  :Lynx Photonic Networks, Inc.
-05-87  :Locus, Incorporated
-05-93  :Grammar Engine Inc.
-05-86  :Lucent Technologies
-05-7A  :Overture Networks
-06-3C  :Intrinsyc Software International Inc.
-06-2F  :Pivotech Systems Inc.
-06-36  :Jedai Broadband Networks
-06-35  :PacketAir Networks, Inc.
-06-28  :Cisco Systems, Inc
-06-1F  :Vision Components GmbH
-06-19  :Connection Technology Systems
-06-0D  :Wave7 Optics
-06-13  :Kawasaki Microelectronics Incorporated
-06-0E  :IGYS Systems, Inc.
-05-EC  :Mosaic Systems Inc.
-05-D3  :eProduction Solutions, Inc.
-06-08  :At-Sky SAS
-06-07  :Omni Directional Control Technology Inc.
-05-E6  :Egenera, Inc.
-05-80  :FibroLAN Ltd.
-05-76  :NSM Technology Ltd.
-05-70  :Baydel Ltd.
-05-6A  :Heuft Systemtechnik GmbH
-05-63  :J-Works, Inc.
-05-5D  :D-LINK SYSTEMS, INC.
-05-64  :Tsinghua Bitway Co., Ltd.
-05-57  :Agile TV Corporation
-05-51  :F & S Elektronik Systeme GmbH
-05-4B  :Eaton Automation AG
-05-4A  :Ario Data Networks, Inc.
-05-44  :Valley Technologies, Inc.
-05-3E  :KID Systeme GmbH
-05-31  :Cisco Systems, Inc
-05-38  :Merilus, Inc.
-05-32  :Cisco Systems, Inc
-05-25  :Puretek Industrial Co., Ltd.
-05-2B  :HORIBA, Ltd.
-05-1F  :Taijin Media Co., Ltd.
-05-19  :Siemens Building Technologies AG,
-05-18  :Jupiters Technology
-05-0E  :3ware, Inc.
-05-0F  :Tanaka S/S Ltd.
-05-08  :Inetcam, Inc.
-04-FE  :Pelago Networks
-06-71  :Softing AG
-06-72  :Netezza
-06-7B  :Toplink C&C Corporation
-06-65  :Sunny Giken, Inc.
-06-6B  :Sysmex Corporation
-06-52  :Cisco Systems, Inc
-06-59  :EAL (Apeldoorn) B.V.
-06-58  :Helmut Fischer GmbH Institut fÃ¼r Elektronik und Messtechnik
-06-46  :ShenZhen XunBao Network Technology Co Ltd
-06-40  :White Rock Networks
-06-4C  :Invicta Networks, Inc.
-06-B5  :Source Photonics, Inc.
-06-A8  :KC Technology, Inc.
-06-9E  :UNIQA, Inc.
-06-98  :egnite GmbH
-06-92  :Intruvert Networks, Inc.
-06-8C  :3COM CORPORATION
-06-85  :NetNearU Corporation
-06-8B  :AirRunner Technologies, Inc.
-06-86  :ZARDCOM Co., Ltd.
-06-7F  :Digeo, Inc.
-06-DE  :Flash Technology
-06-E4  :Citel Technologies Ltd.
-06-D1  :Tahoe Networks, Inc.
-06-DA  :ITRAN Communications Ltd.
-06-CB  :Jotron Electronics A/S
-06-CC  :JMI Electronics Co., Ltd.
-06-BB  :ATI Technologies Inc.
-06-C5  :INNOVI Technologies Limited
-06-AF  :Xalted Networks
-07-19  :Mobiis Co., Ltd.
-07-20  :Trutzschler GmbH & Co. KG
-07-13  :IP One, Inc.
-07-0D  :Cisco Systems, Inc
-07-14  :Brightcom
-06-F1  :Optillion
-06-F0  :Digeo, Inc.
-06-FB  :Hitachi Printing Solutions, Ltd.
-06-EB  :Global Data
-05-F2  :Power R, Inc.
-05-FE  :Traficon N.V.
-05-E5  :Renishaw PLC
-05-F8  :Real Time Access, Inc.
-05-FF  :SNS Solutions, Inc.
-05-DD  :Cisco Systems, Inc
-05-D9  :Techno Valley, Inc.
-05-C6  :Triz Communications
-05-CC  :Sumtel Communications, Inc.
-04-4C  :JENOPTIK
-04-48  :Polaroid Corporation
-04-3C  :SONOS Co., Ltd.
-04-41  :Half Dome Systems, Inc.
-04-2F  :International Communications Products, Inc.
-04-29  :Pixord Corporation
-04-1C  :ipDialog, Inc.
-04-1D  :Corega of America
-04-16  :Parks S/A Comunicacoes Digitais
-04-10  :Spinnaker Networks, Inc.
-04-0F  :Asus Network Technologies, Inc.
-04-0A  :Sage Systems
-04-03  :Nexsi Corporation
-04-F8  :QUALICABLE TV Industria E Com., Ltda
-04-F2  :Polycom
-04-EB  :Paxonet Communications, Inc.
-04-EC  :Memobox SA
-04-E6  :Banyan Network Private Limited
-04-E1  :Infinior Microsystems
-04-DB  :Tellus Group Corp.
-04-E2  :SMC Networks, Inc.
-04-D5  :Hitachi Information & Communication Engineering, Ltd.
-04-CF  :Seagate Technology
-04-C9  :Micro Electron Co., Ltd.
-04-87  :Cogency Semiconductor, Inc.
-04-82  :Medialogic Corp.
-04-78  :G. Star Technology Corporation
-04-71  :IPrad
-04-6B  :Palm Wireless, Inc.
-04-65  :i.s.t isdn-support technik GmbH
-04-59  :Veristar Corporation
-04-5E  :PolyTrax Information Technology AG
-04-58  :Fusion X Co., Ltd.
-04-52  :RocketLogix, Inc.
-04-42  :NACT
-03-F9  :Pleiades Communications, Inc.
-03-E2  :Comspace Corporation
-03-F4  :NetBurner
-03-F3  :Dazzle Multimedia, Inc.
-03-ED  :Shinkawa Electric Co., Ltd.
-03-E7  :Logostek Co. Ltd.
-03-DF  :Desana Systems
-03-DB  :Apogee Electronics Corp.
-03-D6  :RADVision, Ltd.
-03-CF  :Muxcom, Inc.
-03-C8  :CML Emergency Services
-03-C3  :Micronik Multimedia
-03-C0  :RFTNC Co., Ltd.
-03-BC  :COT GmbH
-03-B1  :Hospira Inc.
-03-A5  :Medea Corporation
-03-AA  :Watlow
-03-A2  :Catapult Communications
-03-97  :Watchfront Limited
-03-9E  :Tera System Co., Ltd.
-03-92  :Hyundai Teletek Co., Ltd.
-03-8F  :Weinschel Corporation
-03-8B  :PLUS-ONE I&T, Inc.
-03-86  :Ho Net, Inc.
-03-7D  :Stellcom
-03-82  :A-One Co., Ltd.
-03-7A  :Taiyo Yuden Co., Ltd.
-03-76  :Graphtec Technology, Inc.
-03-69  :Nippon Antenna Co., Ltd.
-03-6F  :Telsey SPA
-03-63  :Miraesys Co., Ltd.
-03-5E  :Metropolitan Area Networks, Inc.
-03-57  :Intervoice-Brite, Inc.
-03-4C  :Shanghai DigiVision Technology Co., Ltd.
-03-51  :Diebold, Inc.
-03-11  :Micro Technology Co., Ltd.
-03-0A  :Argus Technologies
-03-05  :MSC Vertriebs GmbH
-02-FE  :Viditec, Inc.
-02-F2  :eDevice, Inc.
-02-F7  :ARM
-02-EC  :Maschoff Design Engineering
-02-E4  :JC HYUN Systems, Inc.
-02-E7  :CAB GmbH & Co KG
-02-E0  :ETAS GmbH
-02-D9  :Reliable Controls
-02-D4  :PDA Peripherals, Inc.
-02-D1  :Vivotek, Inc.
-02-CD  :TeleDream, Inc.
-03-49  :Vidicode Datacommunicatie B.V.
-03-40  :Floware Wireless Systems, Ltd.
-80-37  :Ericsson Group
-03-32  :Cisco Systems, Inc
-03-39  :Eurologic Systems, Ltd.
-03-2A  :UniData Communication Systems, Inc.
-03-2D  :IBASE Technology, Inc.
-03-26  :Iwasaki Information Systems Co., Ltd.
-03-1D  :Taiwan Commate Computer, Inc.
-03-18  :Cyras Systems, Inc.
-04-C2  :Magnipix, Inc.
-04-B6  :Stratex Networks, Inc.
-04-BC  :Giantec, Inc.
-04-B0  :ELESIGN Co., Ltd.
-04-A9  :SandStream Technologies, Inc.
-04-A8  :Broadmax Technologies, Inc.
-04-A2  :L.S.I. Japan Co., Ltd.
-04-9B  :Cisco Systems, Inc
-04-9C  :Surgient Networks, Inc.
-04-8F  :TD Systems Corporation
-04-88  :Eurotherm Controls
-02-81  :Madge Ltd.
-90-64  :Thomson Inc.
-02-7F  :ask-technologies.com
-02-7A  :IOI Technology Corporation
-02-73  :Coriolis Networks
-02-6E  :NeGeN Access, Inc.
-02-63  :UPS Manufacturing SRL
-02-5C  :SCI Systems (Kunshan) Co., Ltd.
-02-53  :Televideo, Inc.
-02-4C  :SiByte, Inc.
-02-4E  :Datacard Group
-01-2F  :Twinhead International Corp
-02-3C  :Creative Technology, Ltd.
-02-40  :Seedek Co., Ltd.
-02-47  :Great Dragon Information Technology (Group) Co., Ltd.
-02-43  :Raysis Co., Ltd.
-02-39  :Visicom
-02-36  :INIT GmbH
-02-31  :Ingersoll-Rand
-02-2A  :Asound Electronic
-02-2D  :Agere Systems
-02-19  :Paralon Technologies
-01-86  :Uwe Disch
-01-7B  :Heidelberger Druckmaschinen AG
-01-82  :DICA TECHNOLOGIES AG
-01-8E  :Logitec Corporation
-01-9B  :Kyoto Microcomputer Co., Ltd.
-01-94  :Capital Equipment Corporation
-01-97  :Cisco Systems, Inc
-01-A3  :GENESYS LOGIC, INC.
-01-4E  :WIN Enterprises, Inc.
-30-AC  :Systeme Lauer GmbH & Co., Ltd.
-01-3E  :Ascom Tateco AB
-01-45  :WINSYSTEMS, INC.
-01-26  :PAC Labs
-01-1A  :Hoffmann und Burmeister GbR
-01-1D  :Centillium Communications
-01-29  :DFI Inc.
-01-07  :Leiser GmbH
-01-0E  :Bri-Link Technologies Co., Ltd
-01-16  :Netspect Technologies, Inc.
-01-03  :3COM CORPORATION
-06-2B  :INTRASERVER TECHNOLOGY
-02-C1  :Innovative Electronic Designs, Inc.
-02-C8  :Technocom Communications Technology (pte) Ltd
-02-A9  :RACOM, s.r.o.
-02-B8  :WHI KONSULT AB
-02-AC  :3PAR data
-02-B1  :Anritsu, Ltd.
-02-9A  :Storage Apps
-02-A0  :Flatstack Ltd.
-02-95  :IP.Access Limited
-02-94  :Tokyo Sokushin Co., Ltd.
-02-90  :Woorigisool, Inc.
-02-86  :Occam Networks
-02-8B  :VDSL Systems OY
-02-22  :Chromisys, Inc.
-02-1D  :Data General Communication Ltd.
-02-0A  :Gefran Spa
-02-16  :Cisco Systems, Inc
-02-06  :Telital R&D Denmark A/S
-02-03  :Woonsang Telecom, Inc.
-01-F7  :Image Display Systems, Inc.
-01-EE  :Comtrol Europe, Ltd.
-01-E2  :Ando Electric Corporation
-01-F1  :Innovative Concepts, Inc.
-B0-6D  :Jones Futurex Inc.
-30-FE  :DSA GmbH
-30-5E  :Abelko Innovation
-30-1E  :3COM EUROPE LTD.
-30-4D  :ESI
-30-46  :Controlled Electronic Manageme
-30-7B  :Cisco Systems, Inc
-01-D6  :manroland AG
-01-DB  :Freecom Technologies GmbH
-01-DE  :Trango Systems, Inc.
-01-CF  :Alpha Data Parallel Systems, Ltd.
-01-CB  :EVR
-01-C4  :NeoWave, Inc.
-01-C0  :CompuLab, Ltd.
-01-B9  :SKF Condition Monitoring
-01-B5  :Turin Networks, Inc.
-01-7F  :Experience Music Project
-01-6C  :FOXCONN
-01-73  :AMCC
-01-5C  :CADANT INC.
-01-63  :Cisco Systems, Inc
-01-0A  :CIS TECHNOLOGY INC.
-01-6F  :Inkel Corp.
-01-55  :Promise Technology, Inc.
-01-51  :Ensemble Communications
-01-42  :Cisco Systems, Inc
-01-32  :Dranetz - BMI
-D0-7D  :COSINE COMMUNICATIONS
-D0-CA  :Intrinsyc Software International Inc.
-D0-58  :Cisco Systems, Inc
-D0-67  :CAMPIO COMMUNICATIONS
-D0-23  :INFORTREND TECHNOLOGY, INC.
-D0-2A  :Voxent Systems Ltd.
-D0-68  :IWILL CORPORATION
-D0-9D  :VERIS INDUSTRIES
-D0-9A  :FILANET CORPORATION
-D0-0A  :LANACCESS TELECOM S.A.
-D0-4A  :PRESENCE TECHNOLOGY GMBH
-D0-C3  :VIVID TECHNOLOGY PTE, LTD.
-D0-F8  :FUJIAN STAR TERMINAL
-D0-96  :3COM EUROPE LTD.
-D0-03  :COMDA ENTERPRISES CORP.
-D0-29  :WAKEFERN FOOD CORPORATION
-D0-F5  :ORANGE MICRO, INC.
-D0-F7  :NEXT NETS CORPORATION
-D0-78  :Eltex of Sweden AB
-D0-AF  :CUTLER-HAMMER, INC.
-D0-26  :HIRSCHMANN AUSTRIA GMBH
-D0-10  :CONVERGENT NETWORKS, INC.
-D0-74  :TAQUA SYSTEMS, INC.
-D0-D5  :GRUNDIG AG
-D0-34  :ORMEC SYSTEMS CORP.
-D0-8C  :GENOA TECHNOLOGY, INC.
-D0-59  :AMBIT MICROSYSTEMS CORP.
-50-20  :MEDIASTAR CO., LTD.
-50-3E  :Cisco Systems, Inc
-D0-2B  :JETCELL, INC.
-50-17  :RSR S.R.L.
-D0-CC  :TECHNOLOGIES LYRE INC.
-50-6D  :VIDEOJET SYSTEMS
-50-77  :PROLIFIC TECHNOLOGY, INC.
-50-D4  :JOOHONG INFORMATION &
-50-5E  :DIGITEK MICROLOGIC S.A.
-50-E7  :PARADISE INNOVATIONS (ASIA)
-50-B9  :XITRON TECHNOLOGIES, INC.
-D0-49  :IMPRESSTEK CO., LTD.
-D0-4D  :DIV OF RESEARCH & STATISTICS
-D0-35  :BEHAVIOR TECH. COMPUTER CORP.
-D0-2D  :ADEMCO
-D0-7C  :KOYO ELECTRONICS INC. CO.,LTD.
-D0-5B  :ACROLOOP MOTION CONTROL
-D0-C6  :THOMAS & BETTS CORP.
-D0-2E  :COMMUNICATION AUTOMATION CORP.
-D0-DA  :TAICOM DATA SYSTEMS CO., LTD.
-D0-E8  :MAC SYSTEM CO., LTD.
-D0-3C  :Vieo, Inc.
-D0-9F  :NOVTEK TEST SYSTEMS
-D0-7E  :KEYCORP LTD.
-D0-EA  :NEXTONE COMMUNICATIONS, INC.
-D0-20  :AIM SYSTEM, INC.
-D0-64  :MULTITEL
-D0-72  :BROADLOGIC
-30-9B  :Smartware
-30-AF  :Honeywell GmbH
-30-74  :EQUIINET LTD.
-30-90  :CYRA TECHNOLOGIES, INC.
-30-30  :HARMONIX CORPORATION
-30-7C  :ADID SA
-30-63  :SANTERA SYSTEMS, INC.
-30-9F  :AMBER NETWORKS
-30-A8  :OL'E COMMUNICATIONS, INC.
-30-4C  :APPIAN COMMUNICATIONS, INC.
-30-EF  :NEON TECHNOLOGY, INC.
-30-6F  :SEYEON TECH. CO., LTD.
-30-31  :LIGHTWAVE COMMUNICATIONS, INC.
-30-35  :Corning Incorporated
-30-2B  :INALP NETWORKS, INC.
-30-5F  :Hasselblad
-30-2D  :QUANTUM BRIDGE COMMUNICATIONS
-30-25  :CHECKOUT COMPUTER SYSTEMS, LTD
-D0-1F  :Senetas Security
-30-12  :DIGITAL ENGINEERING LTD.
-30-77  :ONPREM NETWORKS
-30-D4  :AAE Systems, Inc.
-D0-0F  :SPEECH DESIGN GMBH
-D0-CF  :MORETON BAY
-D0-73  :ACN ADVANCED COMMUNICATIONS
-D0-30  :Safetran Systems Corp
-D0-57  :ULTRAK, INC.
-D0-3B  :VISION PRODUCTS PTY. LTD.
-D0-BF  :PIVOTAL TECHNOLOGIES
-D0-50  :ISKRATEL
-D0-CB  :DASAN CO., LTD.
-D0-D3  :Cisco Systems, Inc
-D0-8E  :Grass Valley, A Belden Brand
-D0-A3  :VOCAL DATA, INC.
-D0-E0  :DOOIN ELECTRONICS CO.
-30-54  :CASTLENET TECHNOLOGY, INC.
-30-39  :SOFTBOOK PRESS
-30-17  :BlueArc UK Ltd
-30-76  :Akamba Corporation
-30-5D  :DIGITRA SYSTEMS, INC.
-30-F7  :RAMIX INC.
-30-33  :ORIENT TELECOM CO., LTD.
-30-83  :Ivron Systems
-30-07  :OPTI, INC.
-30-DD  :INDIGITA CORPORATION
-30-F2  :Cisco Systems, Inc
-30-20  :TSI, Inc..
-30-89  :Spectrapoint Wireless, LLC
-30-22  :Fong Kai Industrial Co., Ltd.
-30-F8  :Dynapro Systems, Inc.
-30-C2  :COMONE
-30-56  :Beck IPC GmbH
-30-D2  :WIN TECHNOLOGIES, CO., LTD.
-30-50  :Versa Technology
-30-B8  :RiverDelta Networks
-90-4D  :SPEC S.A.
-90-79  :ClearOne, Inc.
-90-8F  :AUDIO CODES LTD.
-90-D5  :EUPHONIX, INC.
-90-A7  :CLIENTEC CORPORATION
-90-7F  :WatchGuard Technologies, Inc.
-90-7E  :VETRONIX CORP.
-90-2F  :NETCORE SYSTEMS, INC.
-90-0D  :Overland Storage Inc.
-90-44  :ASSURED DIGITAL, INC.
-90-78  :MER TELEMANAGEMENT SOLUTIONS, LTD.
-90-09  :I Controls, Inc.
-90-15  :CENTIGRAM COMMUNICATIONS CORP.
-90-F3  :ASPECT COMMUNICATIONS
-90-A8  :NineTiles Networks, Ltd.
-50-7A  :XPEED, INC.
-50-02  :OMNISEC AG
-50-8D  :ABIT COMPUTER CORPORATION
-50-CD  :DIGIANSWER A/S
-50-C5  :ADS Technologies, Inc
-50-2F  :TollBridge Technologies, Inc.
-50-28  :AVAL COMMUNICATIONS
-50-5B  :KAWASAKI LSI U.S.A., INC.
-50-F8  :ENTREGA TECHNOLOGIES, INC.
-50-6F  :G-CONNECT
-50-CC  :XYRATEX
-50-D5  :AD SYSTEMS CORP.
-50-AA  :KONICA MINOLTA HOLDINGS, INC.
-50-9C  :BETA RESEARCH
-50-27  :GENICOM CORPORATION
-50-10  :NovaNET Learning, Inc.
-50-9E  :Les Technologies SoftAcoustik Inc.
-50-5F  :BRAND INNOVATORS
-50-95  :PERACOM NETWORKS
-50-26  :COSYSTEMS, INC.
-50-EF  :SPE Systemhaus GmbH
-50-93  :BOEING
-50-D8  :UNICORN COMPUTER CORP.
-90-34  :IMAGIC, INC.
-90-73  :GAIO TECHNOLOGY
-90-C9  :DPAC Technologies
-90-E7  :HORSCH ELEKTRONIK AG
-90-01  :NISHIMU ELECTRONICS INDUSTRIES CO., LTD.
-90-FB  :PORTWELL, INC.
-90-70  :NEO NETWORKS, INC.
-90-EF  :INTEGRIX, INC.
-90-B0  :VADEM
-90-D1  :LEICHU ENTERPRISE CO., LTD.
-50-D7  :TELSTRAT
-50-F1  :Intel Corporation
-50-1B  :ABL CANADA, INC.
-50-36  :NETCAM, LTD.
-50-C9  :MASPRO DENKOH CORP.
-50-09  :PHILIPS BROADBAND NETWORKS
-50-C4  :IMD
-50-A3  :TransMedia Communications, Inc.
-50-99  :3COM EUROPE, LTD.
-50-A4  :IO TECH, INC.
-50-B3  :VOICEBOARD CORPORATION
-50-B7  :BOSER TECHNOLOGY CO., LTD.
-90-8D  :VICKERS ELECTRONICS SYSTEMS
-90-42  :ECCS, Inc.
-90-51  :ULTIMATE TECHNOLOGY CORP.
-90-FF  :TELLUS TECHNOLOGY INC.
-90-18  :ITO ELECTRIC INDUSTRY CO, LTD.
-90-02  :ALLGON AB
-90-16  :ZAC
-90-05  :PROTECH SYSTEMS CO., LTD.
-90-1E  :Selesta Ingegneria S.p.A.
-90-90  :I-BUS
-90-AA  :INDIGO ACTIVE VISION SYSTEMS LIMITED
-90-3A  :NIHON MEDIA TOOL INC.
-90-55  :PARKER HANNIFIN CORPORATION COMPUMOTOR DIVISION
-90-9F  :DIGI-DATA CORPORATION
-90-E4  :NEC AMERICA, INC.
-90-13  :SAMSAN CORP.
-90-04  :3COM EUROPE LTD.
-90-E1  :TELENA S.P.A.
-50-4A  :ELTECO A.S.
-50-4C  :Galil Motion Control
-50-21  :EIS INTERNATIONAL, INC.
-50-6E  :CORDER ENGINEERING CORPORATION
-50-7E  :NEWER TECHNOLOGY
-50-E6  :HAKUSAN CORPORATION
-50-AE  :FDK Co., Ltd
-10-9D  :CLARINET SYSTEMS, INC.
-10-D2  :NITTO TSUSHINKI CO., LTD
-10-45  :Nortel Networks
-10-6B  :SONUS NETWORKS, INC.
-10-EC  :RPCG, LLC
-10-92  :NETCORE INC.
-10-E2  :ArrayComm, Inc.
-10-71  :ADVANET INC.
-10-69  :HELIOSS COMMUNICATIONS, INC.
-10-FD  :COCOM A/S
-10-AC  :IMCI TECHNOLOGIES
-10-EF  :DBTEL INCORPORATED
-10-17  :Bosch Access Systems GmbH
-10-24  :NAGOYA ELECTRIC WORKS CO., LTD
-10-DD  :ENABLE SEMICONDUCTOR, INC.
-10-C9  :MITSUBISHI ELECTRONICS LOGISTIC SUPPORT CO.
-10-85  :POLARIS COMMUNICATIONS, INC.
-10-44  :InnoLabs Corporation
-10-56  :SODICK CO., LTD.
-10-99  :InnoMedia, Inc.
-10-61  :HOSTLINK CORP.
-10-93  :CMS COMPUTERS, LTD.
-10-CD  :INTERFACE CONCEPT
-10-F3  :Nexcom International Co., Ltd.
-10-05  :UEC COMMERCIAL
-10-66  :ADVANCED CONTROL SYSTEMS, INC.
-10-E4  :NSI CORPORATION
-10-62  :NX SERVER, ILNC.
-10-B9  :MAXTOR CORP.
-10-8B  :LASERANIMATION SOLLINGER GMBH
-10-5C  :QUANTUM DESIGNS (H.K.) LTD.
-10-42  :Alacritech, Inc.
-10-60  :BILLIONTON SYSTEMS, INC.
-10-DE  :INTERNATIONAL DATACASTING CORPORATION
-10-5D  :Draeger Medical
-10-E1  :S.I. TECH, INC.
-10-91  :NO WIRES NEEDED BV
-10-F5  :AMHERST SYSTEMS, INC.
-10-90  :CIMETRICS, INC.
-10-70  :CARADON TREND LTD.
-10-BA  :MARTINHO-DAVIS SYSTEMS, INC.
-10-7C  :P-COM, INC.
-10-AE  :SHINKO ELECTRIC INDUSTRIES CO.
-10-40  :INTERMEC CORPORATION
-10-B0  :MERIDIAN TECHNOLOGY CORP.
-10-77  :SAF DRIVE SYSTEMS, LTD.
-10-F4  :Vertical Communications
-10-65  :RADYNE CORPORATION
-10-4A  :The Parvus Corporation
-10-B3  :NOKIA MULTIMEDIA TERMINALS
-10-37  :CYQ've Technology Co., Ltd.
-10-51  :CMICRO CORPORATION
-10-DC  :MICRO-STAR INTERNATIONAL CO., LTD.
-10-EE  :CTI PRODUCTS, INC.
-10-1B  :CORNET TECHNOLOGY, INC.
-10-32  :ALTA TECHNOLOGY
-10-25  :Grayhill, Inc
-10-09  :HORO QUARTZ
-10-F8  :TEXIO TECHNOLOGY CORPORATION
-10-4D  :SURTEC INDUSTRIES, INC.
-E0-E0  :SI ELECTRONICS, LTD.
-E0-D1  :TELSIS LIMITED
-E0-05  :TECHNICAL CORP.
-E0-72  :LYNK
-E0-C1  :MEMOREX TELEX JAPAN, LTD.
-E0-AD  :EES TECHNOLOGY, LTD.
-E0-25  :dit Co., Ltd.
-E0-B1  :Alcatel-Lucent, Enterprise Business Group
-E0-E4  :FANUC ROBOTICS NORTH AMERICA, Inc.
-E0-31  :HAGIWARA ELECTRIC CO., LTD.
-E0-A5  :ComCore Semiconductor, Inc.
-E0-44  :LSICS CORPORATION
-E0-5D  :UNITEC CO., LTD.
-E0-B3  :EtherWAN Systems, Inc.
-E0-53  :CELLPORT LABS, INC.
-E0-7D  :NETRONIX, INC.
-E0-ED  :SILICOM, LTD.
-E0-B4  :TECHNO SCOPE CO., LTD.
-E0-C6  :LINK2IT, L.L.C.
